review,sentiment_score,sentiment
now this is bruckner at his best beautiful juxtaposition of strings and brass hear the opening of the scherzo  magnificent  and brilliantly orchestrated by the master  von karajan for anybody who has not ventured into bruckner before this is the place to start and the recording  the very best,0.969,Positive
i got this item for a petloving friend when it came in the package it was nice it looked like it was able to hold a lot of doggy clothes or doggy toys the only problem is that the lid didnt look like it was closed the lid easily slips off with a gentle push a gentle breeze even despite the lid the product itself is very nice gives a lot of storage space while being in a cute canine motif be careful not to put anything heavy on the box because the thin plastic might crack overall its a very nice product,0.9741,Positive
poor quality not strong duffel and only  carry handle in my first use from new york to sao paulo direct flight and flagged as fragile with  lbs of clothes and some small cases the bag arrived torn but this is all you can expect for this price,-0.5269,Negative
we have  of these and have been pleased since the beginning about  years ago your mouth will feel wonderful after each use though it takes a bit of getting used to and beginners are warned to use the included damping ring to decrease the intensity for a while we have had  occasions to return one to the factory but they were replaced under warranty with little fuss both dead batteries there have been subtle changes as newer models have come out i like this latest itineration best as its tiny green led on the onoff switch makes an adequate navigational beacon through a dark bathroom one word of caution my family will not travel without these things so while i preach pack light they tote their sonics everywhere we go fortunately one charge lasts at least a week so the charging base is only needed on extended trips,0.8223,Positive
grahams character is portrayed much better in manhunter in red dragon his empathy appears to be a psychic ability because they never really define his struggle the psychological result of thinking like a serial killer is the focus of manhunter and they pull it off nicelythat being said dolarhydes character is done much better in red dragon he gets a lot more screentime than in manhunter and we really get to see the nonbeast side of him in my opinion this characterization is what truly made the moviehannibal lechter just felt like dead weight in red dragon he never really helped the investigation in manhunter his inclusion merely served to awaken those old serial killer thoughts in graham in red dragon they try to make him more than that and it comes off very flat,-0.3535,Negative
a well written book about  men who overcome huge obstacles i wish the  doctors hadgiven more advice most of the book only relates their story their concept of forminga pact with each other to ensure each of them succeeds is a great idea the book shows the value and need for close and supportive relationships as they talk about their lifetimepact with each other so essential in their harsh  uncaring environment the authors alsoshow the value of seeking other people to help you along your way in lifeanother of their books the bond is richer in content with solid advice on how toreconcile a broken relationship with their absentee fathers be sure to read this booka much needed book with over half of the families in america having no father,0.959,Positive
despus de escuchar por varios aos hroes del silencio este disco me ha dejado sorprendido por su calidad enrique sabe adaptarse a las nuevas tendencias y ha demostrado tener gran valor luego de la separacin del grupo aunque es una lstima ya que lo considero el mejor grupo de rock en espaol que haya existido,0.5859,Positive
this was a funny s movie that kept me and my family laughing and the streaming quality was very good,0.8516,Positive
a great book for any expectant father its a fun read that really helps men understand more a great shower gift too,0.9556,Positive
this is a great item if you need extra usb ports i have had no problems with it and actually thinking of purchasing another,0.0516,Positive
great all the kittys love this tool and purr like crazy when it is used on them it really removes excess fur and cleans up their coats,0.8555,Positive
for real zane has out did herself ive read all zanes books but this book tore me up with the ending im a man an i was ballin for the brother i want to see how the next one goes down if you dont have this book get it now,0.1154,Positive
too complicated for people without accounting backgrounds several steps to perform a single task do not recommend if you want a simple way to manage your business,-0.2047,Negative
this pillow is not firm enough it bends down in the center causing my daughter to sync in the middle and her neck is bent i have to stuff another pillow under the center to make it keep her body straight i dont use the strap which makes it frustrating when the darned thing falls out everytime i grab the pillow to nurse then i have to roll it up and put it back there needs to be someway to keep in there when not in use it does not stay close to my body most likely due to the floppyness of the pillow i have to constantly readjust and pull it closer to me to maintain a proper latch i would not ever recommend this to anyone i care about,0.0232,Neutral
the description of this item is too vague owing to the fact that now i know i need a vga video card on my computer i purchased this item in hopes of connecting my wifes laptop to her tv but it totally failed i even tried my dell tower with the same result the seller needs to clarify the fact that this item only works if combined with a vga video card,-0.6357,Negative
this relatively inexpensive system has  of the functionality of a miniweather station at a fraction of the price it includes average wind speed wind gust speed indoor and outdoor temperature and humidity barometricbased forecast and official atomic clock time it uses the same outdoor remote sensing units as the much more expensive stations does not include wind direction or software to record readings over time if you can live without those things this is all you need,0.0,Neutral
i took many semesters of analysis in college as a math major and i think i learned more useful knowledge from this book than from all those classes of course the classes helped prepare me to absorb whats in the book but still it seems to me that the book strikes a good balance between generality and comprehensibility many of the books i used in school were too focussed on proving the most general version of every theorem and failed to provide motivation or useful experience with the objects which the theorems actually describe by taking fourier series as the motivating idea the authors capture the historical spirit of the subject as well as that aspect of it which students are most likely to use in real work,0.9279,Positive
i bought two of these for my sons they love it i actually love the smell not overpowering and it is a nice size bottle i spent under  for two bottles but the smell is very nice i would purchase this again,0.8689,Positive
if you are reading this and math is your favorite subject or anywhere close then this movie is for you the favorite subject of the main character is math and the subject is superbly integrated into the story this is probably the first and only teen movie ive ever seen in which the subject is fully appreciated it even features a really cool math competition the title of my review is math problem for how many stars i would give this movie if i could i cant recall the number right off the top of my head but i do know that it exceeds one million i dont know about the rest of the world but i myself am a mathlete a lot of people seem to hate the subject for some reason and i found these aspects of the film to be surprisingly fun and enjoyable so once again if you like math then do yourself a favor and at least check it out otherwise dont,0.9544,Positive
simply topnotch period if you dont enjoy or understand these cinematic jems youre still stuck at the bottom level of maslovs hierarchy of needs try harder,-0.5615,Negative
this is easy to addremove with no tools though the existing shower head probably needs to be removed with a wrench great flow and very adjustable tipmake sure to get some teflon tape to wrap the threads  times to eliminiate leaks,0.8107,Positive
there is no bigger jerry reed fan than me and i love the music of bobby bare and waylon jennings i admit mel tillis as a singer has never done much for me although i admire his songwriting given that except for waylon these old dogs cant get record labels to roll over for them its disappointing that this heavily marketed effort isnt better the blame in my opinion rests soley on shel silversteins silly shoulders with only a couple of exceptions this is a weak bunch of songs reed and jennings have written far better material on their recent outtings and this one could have benefited by some of their talents nashville is rough on the living and me and jimmie rogers are fine songs but bares cut them before  and with more elan too heres hoping that next time out someone lets the old dogs off silversteins leash,0.5664,Positive
this book does not deserve the hype it has been given in my opinion it was mediocre i love depressing stories so that is not my complaint i didnt find it to be as amazing as so many others did the style is fine and his unconventional dialog did not bother me i loved the idea of the book it just didnt follow through its a quick read though so by all means give it a chance if you are curious,0.8828,Positive
we needed this for a class so i had no choice but to buy it each time i went to look something up i felt that it took me an hour to find it that said it is an okay supplement to lectures,0.1558,Positive
first off this isnt a toy for kids period ive never considered an easy accessible device that can contact spirits should be sold as a childrens toy however this is not the reason im giving it such a bad review a friend of mine kept this at my house after buying it and out of curiosity i tried it out what a cheap piece of junk the way the letters are positioned are confusing and get extremely annoying very quickly the fun little letter that comes in the box about the salem witches how embarrassing to real witches none of it is true and seems like a cheap marketing ploy did i mention cheap the moving tool that runs over the letters scratches the bored with a matter of moments the bored is extremely rough and makes that chalk bored noise in some spotsover all a large piece of junk,-0.4828,Negative
i bought this cd after having listened to samples of the cuts on amazoncom and because it was reviewed so highly perhaps i expected too much but it just seemed ordinary to me there was no originality there at all if i could get my money back i would,-0.5267,Negative
i like these hearing protectors they are adjustable in headlength and fold up quite small for convenience of storage or travel the earpieces are fairly comfortable and they do muffle a good bit of noise my only caveat would be that the pads surrounding the ears could be larger wider the design is intended for them to fit fully around the ear cupping the ear inside so as to create a sufficient soundreducing seal while these do still do that they are just a bit close on the ear clearance and i dont have exceptionally massive ears or anything as i said they do fit and are decently comfortable however this being a review my criticism would be to allow a bit more room inside so the design can function perfectly as its intended,0.9664,Positive
i absolutely love barbra and this album i have the old lp im going to gtet it on cd before the holidays this year though she is great i love this album i also love christmas memories she is the best,0.9785,Positive
this has to be the worst coffee maker ive ever had keeps coffee lukewarm at best plus it leaks coffee ive woken many mornings to find coffee leaked down the front of my kitchen cabinents and pooling on the floor i got so mad with it i opened the back door and threw it out onto the deck it gave me great pleasue to hear the glass shatter this is the biggest piece of junk coffee maker ive ever had good riddance,0.1739,Positive
an older cd the girls voices are not as goodthe songs not so great stick with the new cds,-0.6296,Negative
my child found the graphics to be so poor that they were disturbing my child could figure out what happened to winnies red shirt the graphic style is different and the characters dont resemble the common rendering of pooh and his friends there is not much difference between this and any other popup book,-0.6359,Negative
its the same with all crocodile creek placemats we have six our year old loves them and it really keeps him sitting longer at the dining room tableyes i keep buying them and i buy them for gifts toobut the image does rub off just from the toddler writing over it with his fork whatever i clean them off with a damp paper towel and dont let it sit thats just how i roll clean up immediately and it still is coming offso i had them laminated at kinkos yes it was expensive but i want them to last through my other kids and they wont without the lamination the actual placemat is fine its the image printed on top thats coming offif youre buying these for one child for a couple years go for it if you want them to last looking good youll need to laminate but then crusty food could stay on forever with no worries,0.8201,Positive
the frother is great when it works the only problem is that it stopped working after about  months and the warranty is only for  months i would not buy it again i will find another brand to replace this one,0.128,Positive
i do not believe in banning books but if i did this would be the one i would ban i read this book as a teenager and have been since recovering from the ignorant guilt that it instills my mother had me read it to learn about sex it doesnt teach so much about sex as it teaches one to feel guilty about his or her body it teaches abstinence from not only premarital sex but also from masturbation and even impure thoughts as a christian i believe that god has given us a great gift in sex and that we need to be responsible but not let guilt drive our actions as a physician i recommend a more factual book for sex education i certainly have for my own daughter,0.7096,Positive
ill make it short  this book is so stupid and booooring looking for hitech thrillers read mount dragon by lincolnpreston or society of the mind by eric l harry instead,-0.7944,Negative
i have only just started this confusing slow book i dont know if i will bother finishing it or any others in the series,-0.5461,Negative
i bought the air revitalizer because i have dogs and a cat and i didnt want my house to smell like i have dogs and cats when i bought it i lived in a one story house it worked great the only scent ive used is vanilla i dont think the sound is too loud but i lived in a large house when my house was for sale i used it everyday and the house had a nice scent i moved to a two story house and didnt think it would scent as much of the house i placed it in my entryway near the stairs and it scents most of the downstairs and upstairs from that location i am impressed and very glad that i have it,0.9475,Positive
i came across this bra at a boutique that no longer carries it so i googled it and found it online i am a small b cup and it makes me look like i am a full c and very comfortable as well,0.7397,Positive
i love growing tomatoes  i grow so many that i have absolutely no space left with all of the beds and containers around i thought topsy was going to revolutionize everything i bought   in one i planted a determinate yellow pear tomato and in the other i planted a smallmedium sized tomato isis candythere was unquestionably not enough soil for these little guys to thrive you need to leave at least a couple inches at the top for the plant to breathe  roots were overgrown and the poor thing needed to be watered  times a day to prevent wiltingi really wish i could give this a better rating but i just cant  however  it would probably be super for other apllications like certain flowers that dont require as much water,0.9463,Positive
to sell only five songs for almost the same price of whole album is the typical example of greedy decisions made by a record company its absurd even being acdc my favourite bandthere are five songs here four from their first album released only in australia back in  called high voltage and one from the australian version of dirty deeds done dirt cheap the master piece track called jailbreak why on earth back in  when atlantic finally released dirty deeds in the us they chose to take jailbreak out from the album and replace it is beyond my compreensionwell you got my point this album altough the five songs are very good makes no sense at all it was born as a greedy decision by atlantic nothing more than that,-0.877,Negative
prior to angel i would not have described myself as a big sarah mclachlan fan after hearing it however i would say enthusiastically to anyone add my name to the list this song is quite simply one of the best songs  if not the best song  that i have ever heard few recordings merit such praise but this one does it actually redefines the adjectives used to describe it touching ethereal arresting haunting inspired divine etc angel is truly an american classic on par with amazing grace be careful when listening to it though should you happen across it while scanning your car radios dial for listening fare it will halt your search and transport your mind somewhere else so youd better pull over to the side of the road before you cause an accident,0.9869,Positive
okay i like her songs but i must say the poems jewel wrote were not really good subjects are almost related to love guys and her breasts its like nc needs parental guidance shes too honest to herself thats why some people like this book and others ane not,0.9605,Positive
my guinea pigs loves this stuff every time they smell it they squeak like crazy one of my baby girl piggies would pull on the syringe and grab it away from me for more,0.5859,Positive
this is the story of curry the orphaned daughter of a woodsman she is protected from beasts and a sorceress by the animals she has befriendedjane dyers goldwashed watercolor illurtrations add greatly to the appeal of this livedhappilyeverafter tale,0.4404,Positive
my niece who lives with me loves to play video games but we have wood floor throughout the house this causes the noise from the video games to echo throughout the house so i bought a rca to  mm cable and hooked up headphones not realizing that i needed something to control the volume with this is where this koss vc volume control comes into play it worked wonders for my tv which is older and did have the rca audio outone thing to note is most of the modern tv do not have an rca audio out instead they have digital optical audio toslink output this means you would have to get an adapter that takes the signal from analog to digital and back,0.7311,Positive
i have a reasonable library of sailingboating books and this is one of the few to which i refer year after year this book has provided me with many straight forward answers to practical questions as i converted my sailboat from a weekender to a coastal cruiser for example the thickness of foam matresses the size of a storm jib sizing my battery bank and cabling when i rewired the vessel recommended,0.4019,Positive
i love french and saunders but out of all of their  dvds for sale this one is the worst the material isnt funny at all i wouldnt recommend this one at all,-0.8697,Negative
this book began as a year long series of articles in liguorian magazine i remember eagerly awaiting each issue just to read these articles i bought the book when it was first published why because each articlechapter is wise advise from a friend who has been down the spiritual road before me a good friend who knows my weaknesses prods me when im complacent or soothes me when im sorrowful and always helps me down the road to god i started with this book at the beginning of my spiritual journey and come back to it time and again for a refresher course,0.9136,Positive
this item was of poor quality one of the alligator clips had been bent and it broke off within a day several of the others were not attached securely and came off when trying to clip in items i ordered this for christmas and unfortunately waited until the last minute to take it out of the box or i would have sent it back dont waste your money on this one,-0.7908,Negative
its a naseauting example of our twisted popular ideology to see so many people relieved elated that dmx is now redeemed or relieved otherwisespiritually yearning you bet but spiritually satisfied out of the woods if you will nuh uh go read the book of  johni pray for this man though accepted into the beloved of this world there is not one reason to believe his soul has yet come to gods watersplease pray for him especially through isaiah  and examine yourself according to ephisians and  john that you also are not plummeting toward hell at terminal velocityi am a christian minister of the true god that said go ahead and judge me call me all the names a sinful unregenerate lost person calls gods servants ive heard them before then accuse me of doing what you do you always dobut after all that stop bowing to the god of fame and money and worldly success and go to the bible or men and women who know the bible and count the cost beloved,0.9909,Positive
disastrous this guy is a complete loser legalized drugs and prostitution no border enforcement wont own up to racist newsletters written in his name rick santorum,-0.926,Negative
this product is fantastic for a home or small business application where simplicity and reliability are absolutely essential this was my first stab at building a basic home network and this product has performed flawlessly buy it it works,0.1531,Positive
de fallas last musical sigh the suite atlantida was composed in argentina where the composer died in  born in the andalucian port town of cadiz he was the creator of among other marvelous music the notoriously spanish nights in the gardens of spain and la vida breve the spanish radio orchestra and choir has been very lucky of having such individuals writing their scores with such positive factor at their side it is only natural that they reproduce these songs so beautiful and competently on the other hand to us this disc is worth buying since it is not only a masterpiece as it is a historical landmark enjoy it,0.9633,Positive
in the th book harry bosch had returned to active duty in the lapd openunsolved unit when a serial killer raynard waits claims he had killed marie gesto in  bosch insists he joins the investigation together with his formerreturned lover the fbi agent rachel walling harry bosch finds himself again in the middle of a conspiracy that smacks of money and politicsas usual the plot sparkles with surprising twists  such as how harry bosch missed a crucial clue back in  that allowed raynard waits to kill nine more women  but sometimes the prose drowns in the details of food and music with harry bosch connelly tests the limits of right and wrong and what is a correct choice but it feels as if connelly had maximized the characters stretch although echo park is not one of michael connellys spectacular books such as the poet or the lincoln lawyer it is still a great read,-0.8126,Negative
pads did not fit watch out when selecting you vehicle on amazon for parts finder i was way off for my camry,-0.1053,Negative
this watch met my expectations it needs to have more adjustable links that you can remove to make it smaller but it is a fashionable looking watch and timex still puts out a reliable watch,0.0,Neutral
a classic postcollege movie filled with great lines and identifiable situations max is one of the best characters ever and otisskippy are solid comic relief,0.9186,Positive
the case was broken and disc flopping around inside case the show is good had some glitching in couple episodes dont know if its the discs or just my player processor acting up on the couple of spots,-0.0516,Negative
i love rene gonzalezs music even though i know him personally he is sure a man of god i know he is being used by the holy spirit,0.8519,Positive
i began listening to this american life late last summer when grad school aged daughter introduced me to the wide world of podcasting i love the juxtaposition of your guests the topics ranging from comedic to heartrendering grief the fact that these slices of life happen to ordinary people that are living down your street working in your neighborhood stores  hopitals and police stations simply confounds me with every story i hear presidential contenders should be required t listen to hours of these shows and meet some the people behind the stories and then maybe they will finally understand who are the real american voters,0.5719,Positive
i am amazed at how much people like this albumfor gods sake its a breakup album if you want to listen to seven songs about the same thing then buy this cd if you want to listen to avril lavigne then buy this cd its the same type of music and the same style of songwriting and singingpatheticps did you notice kellys new dye job at the vmasshe looks just like britneyand jessicaand avriland lindsayandyou get the pointall filler no killerdont buy,0.765,Positive
neglected doctrine prayer by neglected theologian chemnitz so interesting that this work on prayer was translated so early circa  into english in cambridge copies of this survived to be updated into st century language by seminarian williamschemnitz prefaces his petition by petition exposition of jesus prayer by stating why pray examination he concludes rightly with  benefitsblessings small number of words who to pray to how and what for what to ask in what order by what means for what endthis fine insight into original greek and hebrew texts is richly seasoned with church fathers and lutherworthy to be a utilized and promoted prayer aid,0.9227,Positive
this is the cbs coverage of the game i knocked one star off because the video transfer was done for speed rather than top notch quality but if youre a bama fan and want to replay this game you wont be disappointedspoiler bama still wins big this was a great game and a satisfying culmination of the season for fans who hurt over the previous years loss to floridanote that i did not see the same problems the april th reviewer noted im thinking that he either received a bad dvd or has player problems,0.0258,Neutral
great sound but they earphones became loose and almost detached from the band ive written the manufacturer and they have not responded im used to bose service and this company definitely does not provide that quality of service still no response i hope amazon can help me with this as it was totally unsatisfactory incidentally i bought two pair one is still working perfectly the other must have been faulty i need help from someone,0.9508,Positive
if you are a mahlerian i urge you to purchase this recording otto klemperer was a classicist and should have had no business recording this disturbing masterpiece alongside someone of wunderlichs stature if you are partial to ludwigs sonorous mezzo fischerdieskaus rendering of the abschied might have you frantically looking for a gun mahler would have been most proud of this reading from,-0.3361,Negative
this is one of the most beautiful cookbooks ive read due to the amazing illustrations by david lance goines i enjoy the historical information about chez panisse restaurants and the tips on how to select the ingredients a lot of the recipes are quite simple which means that in order for the dish to turn out good the best and freshest ingredients must be obtained this book also makes me want to dine more at chez panisse cafe or restaurant knowing that i will be served the best of what is available in season,0.9744,Positive
i originally got these to use to place hot pans on the table but there are so many other uses for them well probably use these smaller ones as pot holders coasters and to help open stubborn jars the most,0.3919,Positive
ill explain this book by analogies since hey thats what noebels would be proud of its about as deep as the shallow end of the kids wading pool at your local campground its about as well thoughtout as the screenplay for ishtar and to be quite frank its about as welldocumented as the weekly world news why waste your time with this when you could simply read comic books theyre more entertaining about as intellectual and on top of that have illustrations,0.7841,Positive
if you were to total all the interesting parts of this book youd come up with about thirty pages mostly it chronicles how roseanne barr went off her rocker when she got involved with tom arnold and then with the aid of false memory syndrome betrayed her family if you have a lot of patience and dont mind reading the same thing over and over couched in different yet still unlyrical language then it might entertain you just for the dirt it gives on a major celebrity,-0.34,Negative
i was quoted in the book  yet ive never talked to the author what he quoted was misquoted and to say the least he took serious liberties he lifted everything myself and a coworker said from a san jose mercury newspaper article about the opening of an innout burger nowhere does he credit the mercury news what he plagiarized was twisted for his own use and not accurate to the newspaper article he goes as far as to imply that i was standing in line with him and sitting with him eating a burger and having a chat with him what a crock  i wasnt even in the same place he claims he is ati have not read the rest of his book knowing he plagiarized the mercury news with zero credit twisted those quotes and implied he and i knew each other in the space of a paragraph and a half convinced me i have no reason to read this book in my opinion the author was out to make a fast buck by regurgitating other peoples work in a nutshell this is grammatical vomit,0.0341,Neutral
great product my almost four year old was jealous that her older brother and sister had a razor scooter and she just didnt have the coordination to ride yet and then we found this she loves the color and the fact that it has a cool spare tire on the back we love that it is a razor and it has the added stability because of the dual rear wheels great product,0.9468,Positive
nine selected images from asian literature culture and religion can offer new insights into jesus and the asian jesus offers a different kind of interpretation perfect for understanding both differing cultural perceptions and ideas of jesus jesus has been depicted for example as guru satyagrahi avatar and even a danger biblical quotes and spiritual reflection blend in a fine guide perfect for any serious christian library especially important for those seeking a crosscultural representation of jesus,0.7645,Positive
yes shes beautiful yes shes talented all the things a marketing department needs to sell anything from hub caps to shark skin socks and in this case a cd with something they call musici love music i make music i listened to the cd and nothing inspired me to want to ever hear it again i guess i was expecting more more grammy material besides fallin nothing grabbed my attentionsorry alicia not hatin on you just not feeling youget jill scott indiaarieanybody,0.9337,Positive
anita shreve is one of my favorite authors but she struck out with fortunes rocks if you want to read her at her best try resistance weight of water or the pilots wife the style she adopts for this book is cloying and the characters so shallow and uninteresting its difficult to care what happens to them this is a very disappointing addition to her otherwise fivestar body of work,0.6262,Positive
a buddy let me borrow a copy of this lol a longtime fan of id software i was quite interested in a storyline to accompany the greatest fps title ever made definitely impressed incredible details great reference to the actual game without being a boring text version of the game definitely read if you have played the game,0.9812,Positive
this is one of the best stories i have ever seen  chris herron had incredible athleticism looks and charisma and a demon that changed the trajectory of his basketball star this story should be seen by all kids because i feel his appeal is far reaching and a story that many can relate i could watch this story over and over,0.7184,Positive
i doubt it how can you be in the now while youre writing writing involves organizing thoughts and viewing them through the lens of memory and experience and ironically thoughts according to tolle take you away from the now so how can you be in the now when you are engaged in regurgitating so many word in so little thought is tolle a enlightened individual as he portrays himself to be  in the very portraying he unwittingly reveals hes not however i do agree that he sure is realizing decent chunks of royalty payments from all his books it would have been nice to see him credit to ancient indian scriptures from where he borrowed his ideas by referencing appropriately but there are so many spiritually starved individuals that they would drink shoddy spiritual gossip and drink it as if it was eternal nectar  that would qualify them for a free ride,0.2731,Positive
this padsaver is practical and useful id expect this package could bring too pieces for barrilete and mouthpiece,0.4404,Positive
spring is too strong so that it hurts your ears i could only use this stethoscope for a very short period of time,-0.0164,Neutral
courtney fairchild is a great artist both of her cds long way and simple and distorted are wonderful she has a beautiful voice and sings about the people who touch her life this allows the random listener to get to know courtney and really come to appreciate her and her music,0.918,Positive
exactly what i was after thanks for the information that was sent along with the dvd also,0.4404,Positive
what could there be about a rubber door stop that wouldnt work well the thin end of this one is too thick to go under some doors without at least a bit of it already underneath the door the door will just push it out of the way because its not wedged under the door actually the picture shows that it is thick but i didnt pay enough attention before ordering at  i will probably return it i bought it for use when traveling for added security at night but im afraid the door clearances will be too small for this door stop to be useable with the door closed if you have enough clearance to get it started under the door open or closed it would probably work fine it seems to be heavy rubber,0.2351,Positive
i had to read this book for school and it was probably one of the most horrifying books ever the beginning drags on for so long with seemingly nothing happening and then everything is just crammed into the end their are countless unnecessary scenes and it made me want to pull my hair out also the characters are completely unlikable all of them they are all so unbelievably stupid i can barely stand it every time a character seems to be developing some kind of redeeming quality they do something ridiculously stupid and make me hate them again i wouldnt reccomend reading this book unless you have to like i did,-0.9512,Negative
i cannot believe the general high rating of this book the contents might be indispensable if you could find them there is no contents chapter titles or index it is impossible to find anything unless you do sequential search that is reading from page one till page xxx until you find what you are looking for if there exists not to mention that the old type writer prints are so obscure these days to our eyes though it would be way more expensive get the latest edition if you are bounded to this author,-0.296,Negative
it is embarrassing to see big stars like carl weathers and mario van peebles appear in movies this terrible there was nothing redeemable about this film in any department,-0.5754,Negative
by attempting to finish this second volume you experience the same frustrating sensation than with other promising alternative histories notably wingroves chung kuo all the minor weaknesses present in the fist volume grow instead of being corrected vacilating characters ad hoc elements and deiexmachina multiply and the plot can turn to any direction within the following page i think that harlan gets in trouble trying to fit a custom islam rising in the story then breaking his contract with the readers the one that goes lets see what would happen without all these people of the book around vocabulary and descriptions of epic and magical scenes still great but a  page book cant be made with that only,0.1531,Positive
these shoes are more of a  than a  they are labeled as m but i even had an aunt who is  try them on and they were tight on her,0.0,Neutral
i purchased this kit yesterday at my local mallsepti used it today just as the sales person saidi am amazed at how nice my nails looki have drypeeling nails as well as very dry cuticlesthe buffer made my nails so shiny and healthy looking and the cuticle oil helped so much with my dry cuticlesto top it off the hand cream is one of the best i have ever usedi would indeed purchase this againit is worth every pennysandyohio,0.9646,Positive
if i wore these pants for an hour my waist line would be cut in halfi think it was the elastic as the pants without the fabric would have been xl i probably could have salvaged the things with a new elasticsecond item from champion that was not so good i did find another brand that was a great fit check my other reviewsi did send an email to csrtxshirtscom and they did not respond i now see all the others who have had similar experience from them in other reviews they know it is not worth the money to return them or the bother involved i threw them awaynot sure why they are still selling here i have always had good experience with amazon and guess these guys are getting below their radar,0.5068,Positive
i thought that this book had a great premise but i was disappointed when it arrived because it wasnt what i expected to me the interesting thing with buffyspeak has always been more about the process of creating the language not a rehashing of clever phrases from scripts books and posting boards which is what the book mainly focuses on though the dictionary is thoroughly detailed i dont really care about what episodes these phrases originated in the different ways in which buffytype words can function or even having a record of buffy vocabbuy this if you find yourself saying exact quotes from past buffy episodes in everyday conversation dont buy this if youre in search of anything more than what is strictly indicated in the book description,-0.5002,Negative
the jewelry armoire arrived in a timely fashionit was double cardboarded on the corners so that nothing would be damaged great packing job the armoire has nice details and is very pretty it is a tad smaller than i expected but no matter it holds a nice amount of jewelry and is very nice i highly recommend it,0.9454,Positive
possibly the best and funniest christmas movie to come out in the last  years i wasnt really a will f fan until old school and the ladies man came out but this movie has made him into a bonified superstar comedian looks like willie can finally make the big bucks i havent seen anchorman yet but they really should make an elf  since itll be on the hot list for a while yet,0.874,Positive
get an ibanez weeping demon if you want a real wah pedal the weeping demon doesnt have the confusing and frustrating onoff procedures that the crybaby does type it in the search box and check it out,-0.774,Negative
i have owned an electromate portable power supply for several years over those years i have used it to try to jumpstart  cars that had dead batteries in those  attempts it literally has never worked oncealways in mild temperatures cars that had recently been running i was careful to recharge it after every jump attempt and to recharge it after every month or so of nonuse i would even put a datestamp on it to be sure that it always had a recent charge nothing nada zilch today i took it where it should have gone long ago to our county recycling facilityi bought a peak brand power supply for my wife she has helped dozens of folks with dead batteries always with  success after we had jumped our neighbors van several times we bought them a peak jumpstarter and of course i just bought myself one so black  decker has absolutely sold us on peak,-0.4588,Negative
i loved this movie its hard not to love anything that has a cast like this judi dench maggie smith tom wilkinson to name a few there are three of my favorites anyway penelope wilton whos also on the wonderful downton abbey with maggie smith does a fantastic job playing the disgruntled wife forced into a retirement environment she clearly thinks is beneath her,0.9221,Positive
bottom line it works but itll drain the battery in no time at all so make sure you battery is charged before you use it because you cant charge it while you are recording i have also noticed that upon playback there are skips or jumps in the recording which kinda sucks if youre recording vital info you end up getting the point but you miss a couple of seconds here and there its also really quiet on the playback i had to put it on my home computer and blast the speakers until i could hear it wait until its on sale or until they release something better,0.3198,Positive
this is one of my favorite books it was the first book that ever really explained oo in an understandable and compelling way peter coad offers an excellent real world approach to modelling using object oriented analysis this book optimally fits in with the rest of the series ooa  oop but serves as a standalone as well the book serves as an excellent resource for software engineers,0.9209,Positive
total waste of money this iron barely worked for a few weeks spitting water here and there after the third week or so the iron simply stopped working yes there is a  year warranty but it is not worth the hassle and  shipping expense plus the length of time it takes to get a replacement iron,-0.3609,Negative
the good news it seems to work ok in my ibm t the bad news as others have commented this is a misleading product the description says its made by lenovo it is not the label on the fake product is a very poor copy of a ibm pata hard drive bay adapter my genuine ibm pata hard drive adapter has a fru pn of p the same pn on the fake sata bay adapter not the y pn called out in the product description i purchased this fake product because other people have had good luck with it working just be warned that the product description is very misleading,-0.9259,Negative
it looks nice was pretty easy to install  it was very hard to screw the bolts in and it felt like the plastic would break but the instructions said dont worry that it may break so i went ahead it was easy to adjust and worked great the first couple of times i rode my bike but then i leaned my bike up against a wall and the mirror tapped against the wall  not even a very hard tap certainly something that would be impossible to avoid  and the plastic housing snapped into three pieces the plastic is much too brittle for this use,0.9537,Positive
i registered for this product on amazon and received it as a gift neither amazon or bare necessities would back the product all i wanted was to exchange it for the correct size and neither company would do anything now i have a  item that i cannot use be careful registering at amazon there are a lot of problems,0.4322,Positive
i find the way it zips around in time to be exactly how my mind works now that im over  i often cant remember which jacket to look for  mixing up memories of jackets from years back for exampleam i approaching alzheimers i know they tend to remember past events more clearly than recent ones  which is how this book is as well i dont think that was understood yet when he wrote it,0.624,Positive
for those war movie buffs who liked saving private ryan full metal jacket apocolypse now dont miss this  brilliantly written and acted combat film the dark cinematography and symbolism have been overlooked by some critics who have focused mostly on mcqueens great portrayal of the burned out reese if your old enough to remember the tv series combat this movie stands like the movie pilot for that series combat scenes are as grim as anything in saving private ryan,0.2718,Positive
